Population,Children,Age,Income,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,TechSupport,Tenure,MonthlyCharge,Gender_Male,Gender_Nonbinary,Techie_TechSupport
782,3,57,33823.17,1,13.93273371,12,1,1,0,1,3.644232332,255.141716,False,True,0
7453,1,41,58384.68,1,9.290332689,6,1,0,0,0,1.415346194,172.455519,False,False,0
242,0,57,16921.75,0,9.008013496,16,1,0,0,0,15.1418246,127.458638,False,False,0
47645,1,84,20614.28,1,9.983403111,14,0,0,0,1,2.601455981,232.641455,True,False,0
122,5,78,22247.54,1,6.364065547,8,0,0,0,0,14.5875554,182.460772,True,False,0
5401,4,40,36486.42,1,12.37242269,11,1,0,0,0,13.37654004,184.963371,True,False,0
4793,6,38,4109.71,0,8.222298126,16,1,0,1,1,4.486607929,187.484705,True,False,1
5055,0,19,86396.3,1,12.232234,17,0,0,0,0,7.904120653,115.002061,False,False,0
15822,5,28,1443.16,0,9.306097105,15,0,1,0,1,2.017579009,142.485486,False,False,0
5295,0,74,17782.67,0,9.65902772,12,1,0,0,1,9.716257401,147.460067,False,False,0
175,1,19,89527.4,0,14.72092154,8,1,0,0,0,18.05033087,92.455141,False,False,0
17806,2,64,5387.61,0,11.80636108,6,1,0,0,0,8.700517617,179.947583,False,False,0
4513,3,73,10842.41,1,12.27786817,13,1,0,0,1,7.25493599,270.160419,False,False,0
30809,0,22,30185.46,1,9.203049013,15,2,1,0,1,5.898536601,267.642733,True,False,0
516,0,30,71322.77,0,7.729323128,15,1,0,1,1,4.929637705,92.488023,True,False,1
15724,0,85,25434.15,1,8.316451322,11,0,0,0,1,8.713385365,232.641455,False,False,0
10148,1,82,63225.56,1,10.67873215,10,0,1,0,0,13.0035986,172.487091,True,False,0
18346,0,18,28589.45,0,6.867261371,10,0,0,0,0,14.45990083,232.622804,False,False,0
86,4,83,36472.91,0,10.28039766,13,1,0,0,0,5.837241927,79.978861,True,False,0
1983,5,69,91252.07,1,13.33611658,15,0,1,1,1,10.81815085,172.456745,True,False,1
1634,1,30,24600.9,0,3.98804545,17,2,1,0,0,4.764739683,182.460772,False,False,0
19001,2,74,60420.05,1,7.478384978,15,2,2,0,1,4.056889119,242.61428,True,False,0
11974,0,27,44447.24,1,8.667871777,14,2,1,1,1,9.876537733,127.511223,True,False,1
344,1,74,76994.63,0,9.949410035,17,1,2,1,1,1.018519598,160.01224,False,False,1
11202,0,66,33663.55,0,8.194524344,12,1,1,0,0,8.938308825,184.978458,True,False,0
1418,0,43,78661.45,1,10.20451845,11,1,1,0,1,4.187033385,157.469817,False,False,0
11092,1,32,31578.17,0,8.504581001,11,0,2,0,0,14.7804282,162.467607,False,False,0
2318,4,63,37747.34,0,5.36030216,12,2,0,0,0,15.24536909,210.12704,False,False,0
22684,3,62,56372.08,1,9.26498924,12,0,0,0,1,9.690818661,199.990219,False,False,0
2297,3,27,20372.35,0,14.82711414,16,2,0,0,0,4.218778557,144.960655,False,True,0
5210,3,36,15878.23,0,8.131344693,11,0,0,0,0,2.205915318,164.985293,False,False,0
3761,1,42,70711.36,1,8.225714709,13,1,0,0,1,11.18792763,245.146969,False,False,0
6633,4,44,7966.08,0,10.38958279,10,0,0,0,1,1.929621761,107.481989,False,False,0
2857,1,64,81748.07,1,13.77280014,5,1,0,1,1,16.64037206,142.468917,False,False,1
17452,3,73,19146.42,1,10.51064826,12,0,1,0,0,4.898445616,187.609354,False,False,0
184,5,80,61256.3,1,11.10202866,5,3,0,0,0,3.218751358,242.628057,False,False,0
8402,0,43,74719.96,0,6.771224401,13,0,0,1,0,10.03360917,147.503078,False,False,0
373,0,69,36934.53,0,13.12198645,14,3,0,0,0,8.853636698,102.474625,False,False,0
1940,6,74,51529.04,0,8.102372401,13,2,2,1,0,3.523994671,172.457857,False,False,0
460,8,58,59195.65,1,12.83502533,5,0,0,0,0,9.473751367,217.483972,False,False,0
7811,1,21,28727.43,1,10.55414085,11,1,0,1,1,19.58895462,139.983006,False,False,1
1085,4,28,17101.08,0,7.20065374,8,2,0,0,0,10.19437082,129.959755,True,False,0
5596,9,26,13057.66,0,11.72865495,16,0,0,0,1,2.871446409,105.010962,False,False,0
29440,4,31,80892.92,0,10.99234942,15,0,0,0,1,7.292787239,117.487242,False,False,0
7665,2,52,13376.86,1,9.973647103,11,0,0,1,1,8.458121948,214.952509,True,False,1
40019,0,75,20840.13,0,8.825929291,8,0,1,0,0,17.48396291,202.443347,False,False,0
814,1,47,27222.52,1,7.649443176,16,0,0,1,1,8.92504512,202.682861,False,False,1
1428,0,61,79189.23,1,6.792026415,13,1,1,0,1,11.24061076,255.119794,False,True,0
361,8,38,11354.23,0,9.586595428,18,1,0,0,0,18.73450543,190.12704,True,False,0
61,0,40,64088.93,1,10.10186417,10,2,0,0,0,6.681362911,202.649979,True,False,0
1938,1,51,25808.98,0,9.597592484,8,3,0,0,0,5.824620949,149.944668,True,False,0
0,1,71,40548.91,1,9.898208583,10,0,0,1,0,18.97328429,182.467607,True,False,0
11100,0,76,96857.54,0,7.078232973,8,1,0,0,1,19.98393473,182.446995,False,False,0
2377,4,25,27775.18,0,4.963308626,12,1,0,0,0,17.41856593,192.470522,True,False,0
282,0,83,9843.69,1,9.646498667,12,2,1,0,1,6.791270714,139.951231,True,False,0
3089,1,44,39504.22,0,5.92932879,13,2,0,1,1,7.172070851,144.988941,False,False,1
35102,7,50,162360.14,0,10.98788501,10,0,0,0,0,16.99923183,157.483594,False,False,0
127,3,63,43677.84,0,14.77952062,8,1,1,1,0,8.960033031,184.985293,False,False,0
8013,4,88,14910.5,1,17.96334654,14,2,0,0,1,2.451256489,225.178625,False,False,0
1103,2,43,37952.49,1,2.870798009,13,0,0,1,0,13.76430574,210.105118,False,False,0
2750,1,61,31964.0,1,3.749430281,12,1,0,0,1,2.440923609,187.46728,True,False,0
370,7,72,70461.04,0,12.51140348,13,0,0,0,1,8.279774899,142.500692,True,False,0
21,1,33,28269.35,0,10.16339628,7,0,0,1,0,9.2766412,149.959755,False,False,0
15099,0,32,68188.8,0,11.11635259,18,0,0,0,0,6.435331488,124.97808,True,False,0
459,5,43,25313.42,0,9.938971667,11,2,0,0,1,15.40849216,214.952509,False,False,0
7883,3,28,30567.39,0,10.72919005,6,0,0,0,0,13.46926706,152.455519,False,False,0
3211,3,65,57778.05,1,12.1464948,14,1,0,0,0,6.867358844,207.638588,True,False,0
46775,2,27,38465.4,1,10.15007074,12,1,0,0,1,7.522520984,149.97755,False,False,0
21734,0,21,20056.65,1,13.63501552,9,1,3,1,1,1.763317472,127.460067,False,False,1
574,4,81,26031.22,1,6.884662093,15,2,1,0,0,4.611940238,159.965008,True,False,0
1409,2,39,11835.48,0,12.35760773,12,1,0,0,0,18.30915793,152.479779,True,False,0
787,3,34,14595.56,1,2.358964139,14,2,1,0,0,11.45319603,119.95684,False,False,0
111,0,29,46393.66,1,14.39565424,16,3,0,0,1,10.30304569,159.965581,True,False,0
50288,2,32,19439.54,1,15.9111278,15,1,1,0,1,5.901029789,139.951231,True,False,0
3052,0,41,16117.26,1,9.320031526,20,3,0,0,0,8.691329205,210.12704,True,False,0
1523,3,40,132334.77,0,13.12639203,9,0,0,0,0,17.56356483,240.114868,True,False,0
604,0,21,70839.0,0,12.34002007,7,3,4,0,1,1.291871699,117.487242,False,False,0
2580,4,31,52852.51,1,5.580139894,15,2,0,0,0,3.638799298,242.628057,False,False,0
278,0,31,11828.76,1,5.64360936,10,2,1,0,0,20.70165955,225.145743,True,False,0
14569,0,47,77774.13,0,6.732546893,11,1,0,0,0,1.214622014,114.997564,False,False,0
4833,8,31,5208.36,0,5.478738151,15,2,0,0,0,10.92511005,142.499263,True,False,0
22447,0,57,8085.85,0,8.415407057,11,3,1,0,0,3.147892285,82.496547,False,False,0
3172,3,78,66146.86,1,12.05866555,17,2,0,0,0,8.688984603,132.479779,True,False,0
11499,0,57,47757.95,1,7.550902576,12,2,1,0,0,1.456262249,184.961033,False,False,0
8248,1,28,21861.69,1,11.28505526,9,0,0,0,0,2.072317222,202.443347,True,False,0
23835,1,25,41446.86,0,7.990639758,9,1,0,0,0,3.475168025,159.965008,False,False,0
2115,1,23,22032.37,0,10.78273936,11,0,0,0,0,9.510993751,167.456419,True,False,0
581,1,78,52729.59,0,11.02320782,13,2,0,0,0,22.16579367,114.972827,False,False,0
5264,1,39,31026.92,0,11.10415291,10,2,0,0,1,6.19002424,159.987503,True,False,0
702,1,80,11252.3,0,17.5602198,10,3,0,0,1,9.067061096,160.01224,True,False,0
28,1,31,97479.21,0,4.122791832,11,1,0,0,0,1.845003373,137.468388,False,False,0
60461,4,42,13288.17,0,12.84976081,10,1,1,0,0,3.12313921,194.988208,True,False,0
744,0,70,37518.71,1,9.543357026,8,2,0,1,0,10.24058579,172.457857,False,False,0
4003,0,20,10245.51,1,7.077339857,10,0,0,0,0,1.491763776,220.161527,False,False,0
20602,5,41,10530.09,1,6.033340156,11,0,0,0,0,18.66406554,147.456419,False,False,0
270,3,53,22898.91,1,12.13656325,12,1,1,0,0,8.721905501,252.637807,False,False,0
20235,0,75,30814.46,1,4.840632447,10,1,0,0,0,14.58313517,187.481057,True,False,0
2824,1,60,53777.29,0,9.242340847,6,0,0,1,0,4.255080878,137.483594,True,False,0
20297,2,27,44064.71,0,6.471033904,17,1,1,0,1,9.343807204,162.493654,False,False,0
151,0,82,87315.7,1,8.352797526,9,0,1,0,0,4.153793775,242.610632,False,False,0
5819,8,56,30195.71,1,11.13577596,12,2,0,1,1,2.760208796,167.484705,True,False,1
1639,1,53,16937.26,1,13.44315297,7,1,0,0,1,1.583634587,267.664655,True,False,0
1165,2,81,30434.99,0,4.316379108,8,2,0,0,1,13.98469679,235.188375,False,False,0
796,3,74,87428.18,1,7.92642809,10,0,0,0,0,3.072369855,169.974105,True,False,0
88,1,52,19821.7,1,9.032895096,12,2,1,0,0,12.81011786,159.947583,False,False,0
2217,2,67,45546.55,0,15.15496322,14,2,1,0,1,8.417226873,95.005709,False,False,0
4483,7,75,57343.6,0,11.57637613,10,0,1,0,0,17.35804942,172.457857,True,False,0
9696,3,49,15777.93,1,11.55879323,12,1,1,0,1,7.95236848,187.484705,False,False,0
16488,3,67,50109.93,1,11.98080538,6,1,0,0,1,8.889790813,202.636202,False,False,0
1112,9,54,63005.71,1,15.13468172,14,2,1,1,1,1.112321784,277.63748,False,False,1
34784,0,43,39585.8,0,8.280154685,17,2,2,0,0,17.67252758,104.97808,False,False,0
7104,0,32,81833.68,0,13.65973236,16,1,0,1,0,9.716052195,95.019486,True,False,0
4477,3,62,23288.22,1,7.643621222,2,0,1,0,1,14.87120712,152.44408,True,False,0
7290,7,70,27430.39,0,9.919678232,11,0,1,0,0,7.077999389,154.975543,True,False,0
1026,3,25,54669.67,1,8.444910983,11,1,0,1,1,13.85473212,217.470195,True,False,1
24147,3,33,53862.8,0,2.944771091,13,1,0,0,0,10.39427126,192.470522,False,False,0
38753,1,41,55264.57,0,12.84598904,14,2,0,1,1,10.22370845,207.49737,False,False,1
3437,5,51,27937.54,0,8.578166103,12,0,1,0,1,8.098851806,162.493654,False,False,0
1405,0,82,14629.71,0,11.32174569,13,2,2,0,1,19.16163631,162.471255,False,False,0
57955,3,56,60109.62,1,15.75679649,11,1,0,0,1,9.932932319,222.61428,True,False,0
14269,1,71,122741.65,1,8.828958895,9,1,0,0,0,4.00803296,125.007314,True,False,0
81,8,34,18136.36,0,8.704414121,6,1,0,0,0,14.41890198,92.455141,True,False,0
41000,0,20,99100.1,1,9.908849616,5,0,0,0,1,9.26064585,222.61428,False,False,0
128,0,23,28987.95,0,7.553373948,9,2,1,0,1,8.634921784,207.49737,True,False,0
0,0,89,48455.85,0,10.30256804,8,3,1,0,0,26.16514147,139.934918,True,False,0
396,0,72,4916.91,1,17.49332639,12,1,2,0,0,1.068799086,172.487091,True,False,0
3989,3,35,56014.49,1,7.523463124,14,1,0,0,0,17.39605821,175.133074,False,False,0
9718,6,89,90596.15,0,7.899801255,11,2,1,0,1,7.245906912,159.987503,True,False,0
130,3,66,82251.92,1,7.059012011,11,0,0,1,0,6.133827574,162.452604,True,False,0
1925,7,57,41210.5,1,10.59857436,12,1,1,1,1,3.816472249,152.44408,False,False,1
4695,1,76,24969.71,0,9.109696707,15,1,0,0,0,11.47456181,139.979239,False,False,0
21095,0,81,8669.16,1,15.32731181,13,0,0,0,0,3.61323465,252.637807,False,False,0
180,0,40,3551.89,1,11.64764999,9,1,1,0,0,6.126946607,242.610632,True,False,0
79276,3,85,18788.66,0,15.34353703,14,1,0,0,0,9.378558244,192.440432,True,False,0
10056,0,34,68738.07,1,7.595319178,10,3,0,0,0,5.679317142,262.610632,False,False,0
19556,3,30,21671.58,0,9.227166445,12,1,0,1,0,9.314854212,94.972827,True,False,0
8706,0,38,33714.3,0,10.06634813,20,2,0,0,0,6.339408608,124.97808,False,False,0
947,1,78,25597.36,0,9.140364793,11,1,0,1,0,5.597557242,120.003499,True,False,0
115,2,85,40133.04,1,14.95030399,8,3,1,1,1,6.195470215,275.119794,True,False,1
16394,0,63,3998.85,0,12.47176454,11,2,0,0,0,8.509499576,139.981577,True,False,0
18578,1,88,30133.27,0,10.03378888,14,1,0,1,0,30.03608319,202.443347,False,False,0
16299,1,49,4812.74,0,12.96180339,16,1,0,0,1,13.34966275,172.47417,True,False,0
2494,2,31,12061.92,0,10.94680764,6,0,0,0,0,9.045537332,144.960655,True,False,0
1602,3,33,6132.5,0,13.32229504,14,1,0,0,1,17.70570806,172.44408,True,False,0
29287,4,28,78238.99,1,15.54569939,9,0,0,0,1,5.958420709,222.61428,False,False,0
6921,1,84,15048.63,1,8.440399216,9,0,0,0,0,7.570075544,220.114868,True,False,0
37540,2,35,101771.45,0,9.010061624,12,1,1,0,0,5.873359501,127.442069,False,False,0
11196,2,43,12998.92,0,12.9088807,15,0,0,0,0,19.37622206,139.934918,True,False,0
30196,2,73,58997.61,0,6.783649349,7,0,1,0,0,13.66699636,172.457857,True,False,0
2898,2,77,19383.74,0,8.144330616,15,2,3,1,0,1.87055247,157.483594,False,False,0
70,1,37,57062.8,0,8.455302586,10,0,0,1,0,10.7468963,187.481057,False,False,0
66531,0,24,7945.24,0,13.64460159,9,0,1,1,0,6.691537735,134.950905,True,False,0
309,1,56,26131.54,0,10.39492135,14,0,0,0,1,12.41932486,127.474951,False,False,0
17879,6,75,45869.12,1,10.58093125,8,0,1,0,0,2.5238884,194.988208,True,False,0
352,0,70,3223.21,0,12.07896744,13,0,0,0,1,9.764790968,169.992756,False,False,0
39088,0,54,21647.96,1,10.51343586,18,0,0,0,1,7.629294031,152.488401,False,False,0
13112,1,42,12411.88,0,10.94484319,12,0,1,0,1,6.695029374,152.510442,False,False,0
631,9,69,35524.46,0,8.836395031,7,0,1,0,0,19.25835701,152.457857,True,False,0
348,3,50,48154.12,1,16.63376919,13,1,0,0,1,1.723983897,139.951231,True,False,0
43,3,47,85147.06,0,7.540632126,17,0,0,0,1,3.811416865,129.948316,False,False,0
30927,2,59,49691.34,0,8.173622417,10,1,0,0,1,1.784103787,159.987503,True,False,0
868,9,57,32810.46,0,15.17990976,7,1,1,0,0,1.43538042,79.978861,False,False,0
20136,0,29,49106.35,0,10.24327363,14,0,0,0,0,13.3451101,92.455141,False,False,0
76,3,32,23379.71,0,5.730187669,11,1,0,0,0,9.676963031,204.961033,False,False,0
1444,0,81,40661.06,0,2.516745112,12,1,0,0,0,9.028422616,95.019486,True,False,0
533,3,22,11306.37,1,12.834729,9,1,0,0,0,5.441479864,232.637807,True,False,0
941,2,37,12851.22,0,9.503889638,13,0,0,1,0,3.550421402,169.937833,True,False,0
575,4,83,23687.02,0,13.25666082,14,0,0,0,1,13.14070245,137.469817,False,False,0
63,4,44,95197.4,0,9.255314336,13,2,0,0,0,19.9235245,172.462354,False,False,0
702,0,85,29348.16,1,8.954899011,14,1,2,0,1,1.374911824,142.500692,True,False,0
10030,4,58,5028.44,0,11.81175528,10,0,0,0,0,3.106980528,192.440432,False,False,0
87240,0,80,85717.14,1,2.110606916,18,1,0,1,0,5.550110436,187.656013,False,False,0
1038,3,28,34407.99,1,11.46370907,15,0,0,1,0,9.38712707,277.651257,False,False,0
2467,3,31,5874.73,1,9.928856736,12,0,0,0,1,4.005780287,157.469817,False,False,0
7088,7,87,68836.53,0,11.57554015,11,0,0,0,1,12.40889924,154.961766,False,False,0
291,3,36,35105.32,0,13.27478996,11,1,2,1,1,7.60247544,162.468917,True,False,1
13961,0,23,15002.6,0,8.508595449,13,1,0,1,0,10.08463748,182.467607,True,False,0
17248,2,70,51988.65,0,8.844986609,9,1,0,0,1,6.169035922,195.006206,True,False,0
35824,0,24,18692.53,1,12.25982132,12,0,0,0,0,12.09641389,149.988989,True,False,0
82,3,49,20896.4,1,10.03906526,11,3,0,0,1,23.32691904,139.987503,True,False,0
5714,0,60,41058.3,0,9.515742803,11,2,0,0,1,8.886360176,172.456745,False,False,0
142,0,85,22274.11,1,8.620125009,10,0,1,0,0,15.82334026,190.12704,False,False,0
2581,4,32,20436.28,1,7.85989854,11,0,0,0,0,6.862244054,255.155493,True,False,0
190,0,46,28733.56,0,11.57607855,10,0,1,0,0,5.396647294,137.468388,True,False,0
32195,7,47,20095.5,0,10.42690816,17,2,0,0,0,18.42609229,147.442069,False,False,0
2138,1,34,109373.69,0,7.953632262,9,2,0,0,1,4.526667855,187.49737,False,False,0
853,4,47,45642.1,0,10.24268185,8,0,0,1,1,6.832965812,184.949594,False,False,1
2317,2,21,13802.12,0,13.65545074,14,1,1,0,0,6.109999694,202.443347,True,False,0
423,2,48,67035.46,0,13.30817874,17,0,4,0,1,3.852627275,162.500692,True,False,0
1548,7,23,9237.79,1,10.62473397,13,0,1,0,0,12.74748675,159.979358,False,False,0
2747,0,41,98906.55,0,9.540070446,11,0,0,0,0,4.997365436,162.465269,False,False,0
778,3,37,40529.84,1,16.88041332,13,1,0,0,0,15.32475177,182.443347,True,False,0
1848,3,58,49350.86,1,12.50834927,8,1,0,0,1,18.81607435,194.952509,False,False,0
37774,0,34,53196.73,0,8.942252776,9,1,0,0,0,7.629943705,149.962093,False,False,0
1202,2,77,11113.69,0,12.8348374,14,0,1,0,1,9.417609509,172.510442,False,False,0
799,4,49,31644.7,0,15.76975133,8,1,0,0,1,11.96148946,227.475448,True,False,0
57,0,32,26312.33,0,13.46868109,14,0,0,0,0,15.48651522,159.934918,True,False,0
1489,1,64,78370.93,1,4.471635302,7,1,0,0,1,21.10862922,184.949594,True,False,0
23438,2,70,6088.74,1,10.14904497,14,2,0,0,0,8.825774698,217.483972,True,False,0
85,1,56,6479.72,0,8.6681168,16,1,0,0,1,8.574105728,172.510442,False,False,0
1130,3,45,40710.63,1,11.28911933,14,1,0,0,1,15.56696462,167.484705,False,False,0
18208,3,88,73646.38,0,7.568122559,14,1,0,0,0,8.000279417,172.440432,True,False,0
271,3,22,32974.25,0,7.641160647,7,1,0,0,0,15.16346403,139.986074,False,False,0
3801,1,78,3955.88,1,10.62427045,12,0,1,1,0,10.43448006,184.978458,False,False,0
10987,1,69,53513.98,1,6.922666965,9,0,0,0,0,8.550692097,232.637807,False,False,0
25744,0,51,42002.93,1,10.20539198,15,2,0,0,0,9.323157168,172.470522,False,False,0
14928,10,26,99800.11,0,4.912625477,10,2,0,0,1,10.36025557,182.45383,True,False,0
11537,0,22,18159.87,0,5.205660364,13,0,0,0,0,17.63783701,172.487091,False,False,0
166,4,66,82924.09,1,9.816727691,18,0,0,0,0,2.694014031,157.483594,True,False,0
280,4,35,11824.7,0,8.717398286,15,2,1,0,0,2.937852035,167.456419,False,True,0
6854,1,39,73624.07,0,13.75454575,8,0,0,0,0,9.566169913,104.97808,False,False,0
8621,1,37,51606.19,1,15.61280724,12,0,1,1,0,2.163284177,152.479779,False,False,0
463,1,72,36352.23,0,11.69866136,10,0,1,0,0,14.06970055,127.525,False,False,0
128,2,64,33589.11,0,13.56647971,13,1,0,1,0,13.13159395,117.468591,True,False,0
88,3,48,25866.44,0,7.697547282,11,0,1,0,0,11.55776139,179.947583,False,False,0
318,8,51,6215.4,0,8.22529209,9,1,0,0,1,14.96367107,104.964303,True,False,0
5367,1,49,71631.82,1,8.734579171,15,2,2,1,0,2.439520256,245.128318,False,False,0
11631,8,86,81116.14,0,7.295808186,14,1,0,0,0,17.68782231,120.003499,True,False,0
180,1,37,30090.22,1,10.51097693,11,2,0,1,0,8.255617012,225.145743,True,False,0
7033,0,55,3811.96,0,7.518278856,15,0,0,0,1,5.174032539,104.964303,False,False,0
38885,0,54,38513.67,1,11.93951737,10,2,0,0,0,8.16762508,142.499263,True,False,0
1448,0,63,35130.18,0,12.69971233,12,3,0,0,0,14.96689418,139.965008,True,False,0
1159,2,65,37445.32,1,7.947973086,15,1,0,0,0,7.537243981,214.966286,False,False,0
6049,2,41,67940.02,0,12.26691686,8,0,0,0,1,18.95221637,117.472036,False,False,0
37976,0,79,20078.44,1,14.82798335,12,1,1,1,1,5.011735021,190.159922,False,False,1
13564,1,26,27692.11,1,10.39540448,10,3,0,0,0,2.728247011,147.442069,False,False,0
1239,3,63,18895.42,1,9.064004874,12,2,0,0,0,7.138985437,127.488728,False,False,0
23474,0,73,22536.48,0,8.420093797,11,0,0,0,1,22.71649048,184.971516,False,False,0
2978,2,55,35730.59,1,9.420067912,17,1,0,1,1,13.28051861,214.952509,True,False,1
388,2,43,79669.11,0,11.20745718,14,0,1,0,0,27.96096319,159.994242,False,False,0
1278,1,48,36901.24,1,7.436719685,13,1,0,0,1,4.61174735,194.976769,False,False,0
6450,2,72,27660.28,0,5.833716636,15,0,0,0,0,9.94963312,112.455141,True,False,0
824,2,18,39092.7,0,7.79720649,9,1,1,0,0,15.71358455,115.002061,True,False,0
39381,4,33,43436.42,1,7.584336396,11,0,0,0,1,12.60420397,242.61428,True,False,0
1152,1,33,56327.41,0,14.18701742,14,0,0,0,1,17.92733138,152.47417,True,False,0
18427,0,76,16762.99,1,11.54198689,7,1,0,1,0,6.818705821,217.483972,False,False,0
14393,0,55,46854.5,0,10.51853461,12,0,0,0,0,15.97494301,159.979358,True,False,0
1259,3,48,34372.27,1,7.871451091,13,2,1,0,0,14.39399314,169.967067,True,False,0
2153,0,87,24378.22,1,10.67112794,13,1,0,0,1,9.983052758,215.159141,True,False,0
19165,1,74,31198.52,0,12.01473007,13,2,1,0,0,2.704950495,187.656013,False,False,0
256,1,55,38162.85,1,9.241864687,15,2,2,0,0,20.83084927,207.609354,True,False,0
673,3,65,36333.77,1,10.48393458,13,3,0,0,0,1.225588884,192.440432,True,False,0
7020,2,44,13288.6,0,12.67159952,13,0,1,0,0,10.44973947,152.457857,True,False,0
290,3,19,25446.01,0,8.414092289,10,0,1,0,0,3.418302206,207.609354,False,False,0
861,4,87,26129.83,0,6.292455476,13,3,0,1,1,4.837990763,162.468917,True,False,1
490,0,85,76184.47,1,8.665638946,10,1,0,0,0,1.963127209,172.470522,False,False,0
890,3,27,81803.03,1,14.63754555,15,0,0,0,1,10.34247598,129.948316,True,False,0
876,1,55,54981.51,1,15.09456492,12,0,1,0,0,1.156719701,137.461553,False,False,0
3441,0,47,112031.33,0,12.48009091,14,1,0,1,0,17.3999197,175.133074,True,False,0
25815,1,73,69444.54,0,7.207577411,12,3,0,0,0,3.124488057,147.471303,True,False,0
321,1,68,57844.94,1,13.72595127,9,2,0,0,1,6.958063425,197.470195,False,False,0
1006,3,50,36772.35,1,7.987261514,14,0,0,0,1,7.010189312,179.965581,True,False,0
6904,3,23,22853.63,1,13.96678169,13,1,0,0,0,2.447985699,147.473844,True,False,0
17907,1,36,39702.07,0,3.356393859,16,1,1,0,0,4.269258862,174.975543,True,False,0
4993,3,53,27546.33,0,16.41256411,11,1,0,1,1,8.343625652,162.446995,True,False,1
655,2,62,27329.96,0,13.37613844,16,0,2,0,1,4.397705634,147.460067,False,False,0
603,3,89,56631.76,0,6.839793198,12,0,0,0,1,11.08150154,182.45383,False,False,0
1069,3,74,135171.31,0,4.789435489,10,0,0,0,0,7.273510936,144.960655,False,False,0
4759,10,28,7619.18,1,12.28145524,13,2,0,0,0,12.01513041,142.452604,False,False,0
6140,3,19,65377.87,0,9.863350742,12,0,0,0,0,4.845060681,147.442069,False,False,0
28804,0,63,23514.45,1,10.6945716,17,4,0,1,1,11.19078648,104.964303,True,False,1
4611,0,26,121993.18,0,13.25969872,10,2,0,0,1,16.91776871,139.9678,False,False,0
19389,1,45,35556.27,1,12.2300724,12,0,0,1,0,21.16641251,182.460772,False,False,0
9077,1,29,42326.58,0,9.953164978,13,0,0,0,1,25.88644227,164.988941,False,False,0
36202,0,87,4523.8,0,13.69110294,11,1,0,0,0,15.59096202,127.473844,True,False,0
3028,0,27,7128.27,0,8.71758667,5,2,0,1,0,13.03099332,149.984492,True,False,0
706,10,50,126457.41,0,18.94289163,13,1,3,0,0,8.034201127,79.978861,False,False,0
1185,4,41,29093.29,0,8.249879184,8,1,1,0,0,1.124656757,137.468591,False,False,0
22294,0,70,65477.76,0,12.97906926,13,2,1,1,0,3.551651444,164.978458,False,False,0
10667,1,74,18185.88,0,12.57260598,16,3,0,0,0,7.925553778,154.975543,False,False,0
1416,0,72,34217.69,0,13.58758162,12,1,0,0,0,3.685081574,160.00128,True,False,0
1815,0,71,56034.16,0,5.615789376,11,0,0,0,0,2.659423565,182.460772,False,False,0
24438,4,55,16526.81,1,10.86355397,12,2,0,0,0,1.355493769,117.485813,True,False,0
3546,10,89,80803.77,0,13.5735625,11,1,0,0,0,7.442451151,159.965008,False,False,0
26588,3,38,40392.47,1,9.73677222,11,1,0,0,0,11.03162791,172.455519,True,False,0
86,0,21,43889.69,0,8.332567184,14,1,0,0,0,9.141192423,129.976324,False,False,0
949,3,71,30101.28,0,5.210753949,17,0,2,0,1,4.633545041,139.99789,True,False,0
1826,2,49,26569.81,0,10.43343891,10,2,1,1,0,9.22316707,94.972827,False,False,0
342,6,74,67521.69,0,7.67710837,15,1,0,0,0,24.0737635,169.937833,True,False,0
265,3,34,62441.01,1,4.87057775,13,1,2,0,1,7.771315315,187.484705,True,False,0
3161,0,42,19165.73,0,5.221173325,11,0,1,0,0,5.7018635,172.462354,False,False,0
26320,3,26,33846.23,1,8.106603381,11,2,0,0,1,2.456217972,275.119794,False,False,0
32825,0,48,24892.78,0,8.546096292,17,0,1,0,1,2.849622074,194.976769,False,False,0
48863,0,42,77107.03,0,14.90633873,12,1,0,0,0,12.61694943,112.455141,False,False,0
26182,0,88,35108.41,1,14.54049442,8,0,1,0,0,2.967533379,139.979239,True,False,0
834,2,41,32296.27,0,8.627473352,13,2,0,1,1,4.44463064,245.131966,True,False,1
16638,4,55,27019.83,0,11.27833464,13,3,0,0,1,10.92247392,162.446995,False,False,0
53364,2,20,12353.15,1,10.92368132,11,1,0,0,0,5.696461819,169.937833,True,False,0
19001,3,83,35982.39,0,10.6224092,10,1,0,0,0,5.173463744,139.981577,True,False,0
8741,0,42,42104.6,0,9.271510114,8,0,0,0,0,9.339307484,144.960655,True,False,0
296,8,43,55656.36,1,14.19303472,19,1,0,0,0,1.699850064,184.978458,True,False,0
9262,1,72,48881.55,1,9.095661093,9,3,0,0,0,3.955928538,197.483972,True,False,0
1898,5,45,32000.75,1,7.686998495,18,0,0,0,0,9.652842643,220.161527,True,False,0
547,1,18,29822.31,1,11.72310409,14,1,0,0,0,16.53244292,147.442069,True,False,0
17055,4,30,72270.25,0,0.120057716,15,1,1,0,0,4.777862937,164.985293,True,False,0
92,0,25,27669.39,1,8.498824483,12,1,0,1,0,22.57289049,147.456419,True,False,0
5694,0,58,42027.65,0,7.723994889,11,0,0,0,0,8.571860106,104.97808,False,False,0
